"GEO_ID","NAME","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C02_001M","S1901_C02_001E","S1901_C01_001M","S1901_C01_001E","S1901_C02_002E","S1901_C02_002M","S1901_C01_002M","S1901_C01_002E","S1901_C04_002M","S1901_C04_002E","S1901_C03_002M","S1901_C03_002E","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C04_003E","S1901_C04_003M","S1901_C03_003M","S1901_C03_003E","S1901_C04_004E","S1901_C04_004M","S1901_C03_004M","S1901_C03_004E","S1901_C02_004M","S1901_C02_004E","S1901_C01_004M","S1901_C01_004E","S1901_C04_005E","S1901_C04_005M","S1901_C03_005M","S1901_C03_005E","S1901_C02_005M","S1901_C02_005E","S1901_C01_005M","S1901_C01_005E","S1901_C04_006E","S1901_C04_006M","S1901_C03_006M","S1901_C03_006E","S1901_C02_006M","S1901_C02_006E","S1901_C01_006M","S1901_C01_006E","S1901_C01_007E","S1901_C01_007M","S1901_C04_007M","S1901_C04_007E","S1901_C03_007M","S1901_C03_007E","S1901_C02_007M","S1901_C02_007E","S1901_C01_008E","S1901_C01_008M","S1901_C04_008E","S1901_C04_008M","S1901_C03_008M","S1901_C03_008E","S1901_C02_008M","S1901_C02_008E","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C01_010E","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C02_011E","S1901_C02_011M","S1901_C01_011M","S1901_C01_011E","S1901_C04_011M","S1901_C04_011E","S1901_C03_011M","S1901_C03_011E","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C04_012E","S1901_C04_012M","S1901_C03_012M","S1901_C03_012E","S1901_C02_013M","S1901_C02_013E","S1901_C01_013M","S1901_C01_013E","S1901_C03_013E","S1901_C03_013M","S1901_C04_013M","S1901_C04_013E","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C04_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C02_015E","S1901_C02_015M","S1901_C01_015M","S1901_C01_015E","S1901_C04_015M","S1901_C04_015E","S1901_C03_015M","S1901_C03_015E","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M",
"1600000US4856000","Pasadena city, Texas","N","N","13394","1933","1358","34876","1936","48270","6.5","2.3","2.0","8.0","4.3","12.4","N","N","5.0","1.5","5.0","1.7","9.2","3.9","N","N","25.7","6.3","N","N","3.9","12.2","3.1","14.8","19.2","6.0","N","N","3.5","16.8","3.2","17.8","10.1","4.2","N","N","2.4","12.0","1.9","12.0","17.2","3.3","5.2","15.1","N","N","3.6","16.6","10.4","2.3","4.9","2.9","N","N","3.0","12.1","8.8","2.1","11.1","2.7","N","N","2.4","3.2","1.3","4.8","1.7","3.5","N","N","0.0","1.5","3.0","1.3","1.0","2.4","1.4","1.1","N","N","41280","3986","47217","4577","26884","4409","5961","56359","3997","62668","2960","56096","N","N","4408","35210","31.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.1","(X)",
"1600000US4856348","Pearland city, Texas","N","N","6132","1523","1274","23724","1642","29856","3.6","2.9","2.2","3.2","4.3","6.3","N","N","2.0","1.6","1.9","2.0","2.3","2.2","N","N","8.6","5.4","N","N","2.4","3.4","1.9","4.0","7.8","6.1","N","N","2.6","4.2","2.4","4.8","16.5","10.7","N","N","2.9","7.3","3.3","9.1","17.2","3.8","8.8","20.8","N","N","4.4","15.8","16.5","3.7","22.0","11.6","N","N","3.8","15.4","24.8","4.7","25.7","5.6","N","N","14.8","9.1","3.1","12.3","3.8","10.0","N","N","0.9","1.6","10.5","3.3","2.7","8.3","3.2","0.0","N","N","89133","8331","97392","10358","58328","13223","9018","110530","8101","110392","6625","101547","N","N","7902","61299","23.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.3","(X)",
"1600000US4857200","Pharr city, Texas","N","N","3059","947","955","16177","1138","19236","12.2","4.1","4.4","15.8","14.7","35.3","N","N","8.4","3.7","8.0","4.1","10.5","10.3","N","N","8.7","6.3","N","N","5.4","22.8","4.6","18.8","11.6","9.4","N","N","5.1","10.3","4.5","10.9","15.5","12.9","N","N","4.8","17.1","4.6","17.3","13.1","3.4","11.9","12.7","N","N","3.5","12.7","7.9","3.4","5.6","5.6","N","N","3.9","8.5","5.2","2.8","5.7","3.2","N","N","0.0","6.3","1.5","1.2","1.5","1.4","N","N","0.0","6.3","1.4","1.4","1.1","1.1","6.3","0.0","N","N","31286","5147","31732","5335","18338","15530","7506","40925","5102","43988","4663","42573","N","N","7810","27992","36.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.9","(X)",
"1600000US4858016","Plano city, Texas","54442","2654","28679","2833","2471","68845","2960","97524","1.3","0.7","0.7","3.0","2.3","8.1","0.4","0.4","2.5","0.8","1.8","0.8","4.1","1.8","0.5","0.8","12.4","3.2","1.2","3.3","1.4","5.5","1.4","7.5","10.2","3.5","1.4","4.6","1.7","7.0","1.6","7.9","16.0","3.7","1.4","5.2","1.3","6.2","1.5","9.3","17.9","2.4","4.2","24.3","2.6","13.5","2.7","15.7","13.3","1.8","8.9","2.7","2.4","16.3","2.2","15.1","17.9","1.9","20.7","2.2","23.9","2.5","9.4","3.1","1.5","12.4","1.9","9.8","14.9","2.2","3.8","2.1","14.2","2.0","1.5","11.0","1.8","2.9","2.3","17.1","79234","5548","95335","5290","49312","5160","6204","110240","5320","118329","4271","102380","N","N","5740","61651","25.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.9","(X)",
"1600000US4861796","Richardson city, Texas","N","N","13452","1932","1389","24621","1702","38073","2.7","1.6","1.8","5.4","4.3","11.4","N","N","3.1","1.4","1.0","0.8","6.9","3.6","N","N","16.2","4.7","N","N","2.4","4.6","2.3","8.4","12.9","5.1","N","N","2.4","5.8","2.4","8.5","9.1","4.8","N","N","5.2","10.5","3.9","9.5","22.5","3.7","5.6","23.9","N","N","4.3","21.5","13.9","2.9","8.5","3.5","N","N","3.8","16.6","15.3","3.0","18.2","3.6","N","N","8.4","3.9","1.8","11.0","2.8","7.9","N","N","1.9","1.6","7.9","2.5","1.7","5.4","1.2","0.7","N","N","64841","5634","80743","6946","39903","9962","8238","93418","7778","98917","5779","81640","N","N","4926","47429","21.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.7","(X)",
"1600000US4863500","Round Rock city, Texas","N","N","8694","1638","1537","25398","1500","34092","0.2","0.4","1.2","1.7","4.5","6.1","N","N","1.7","1.0","1.7","1.1","2.3","2.0","N","N","11.0","6.0","N","N","3.4","7.4","2.2","7.2","12.0","4.9","N","N","3.0","7.3","2.5","8.0","25.9","8.2","N","N","4.3","12.9","3.7","16.6","25.0","3.8","7.6","24.9","N","N","4.5","24.3","13.1","3.1","9.4","6.3","N","N","3.7","13.5","18.5","3.8","23.0","4.8","N","N","4.9","3.4","2.2","7.7","3.0","5.8","N","N","0.0","2.3","2.0","1.0","1.1","2.3","3.6","3.3","N","N","61106","5401","70169","6659","46178","3725","8642","85430","4535","80856","5679","77493","N","N","19202","63752","22.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.3","(X)",
"1600000US4864472","San Angelo city, Texas","N","N","12422","1633","1855","22907","1906","35329","6.4","2.8","2.6","9.4","6.2","19.0","N","N","8.4","2.7","5.3","2.9","13.7","4.7","N","N","29.5","8.0","N","N","3.8","13.4","4.0","19.6","12.4","3.6","N","N","3.3","10.2","2.4","11.4","10.9","4.4","N","N","3.5","13.4","2.7","12.5","16.8","3.1","3.4","6.5","N","N","4.4","22.1","10.2","2.6","3.9","2.7","N","N","4.0","14.3","7.7","2.2","9.4","2.8","N","N","2.7","2.6","1.5","3.0","2.2","2.4","N","N","1.5","1.3","2.5","1.5","0.9","1.6","1.6","0.0","N","N","36167","3920","51358","7327","21051","1463","9866","59593","6734","62457","4718","51682","N","N","3496","29270","25.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.3","(X)",
"1600000US4865000","San Antonio city, Texas","203767","6158","160032","5888","5509","310191","4982","470223","5.9","0.7","0.8","9.7","1.9","18.3","0.4","1.7","6.4","0.6","4.6","0.6","10.9","1.3","0.6","2.8","14.9","1.5","1.0","8.3","1.0","11.4","0.8","12.3","13.8","1.6","1.2","10.2","1.0","11.3","0.9","11.8","16.0","1.6","1.2","14.9","1.0","14.8","0.9","15.4","18.4","0.9","1.6","13.4","1.3","21.3","1.2","20.5","11.4","0.6","6.6","1.1","1.2","16.2","0.9","13.1","8.9","0.6","11.5","0.9","15.0","1.1","3.7","0.9","0.4","4.0","0.6","3.1","5.5","0.8","0.9","0.4","3.0","0.5","0.4","2.5","0.5","1.5","0.6","4.2","43758","1007","51499","984","28885","1603","1809","62613","1698","66164","1364","58431","78559","2262","2048","40399","33.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.2","(X)",
"1600000US4870808","Sugar Land city, Texas","N","N","4292","1067","1026","21559","1221","25851","0.7","0.8","1.7","1.8","9.2","8.8","N","N","2.4","1.5","1.2","1.2","8.4","6.8","N","N","9.9","8.9","N","N","1.0","1.5","1.7","2.9","11.3","7.3","N","N","2.6","6.1","2.4","6.9","23.8","11.6","N","N","2.3","5.9","3.1","8.9","13.0","3.4","10.5","17.8","N","N","3.3","11.9","13.7","3.2","9.4","6.4","N","N","3.9","14.6","21.2","4.0","24.6","4.6","N","N","3.1","3.7","3.1","16.0","3.7","14.1","N","N","4.6","4.5","17.6","3.7","3.3","15.2","3.2","2.8","N","N","100632","13641","118190","6989","40108","2973","10698","125116","8916","136397","8715","123184","N","N","12136","55521","29.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.3","(X)",
"1600000US4872176","Temple city, Texas","N","N","7229","1352","1098","16075","1599","23304","8.7","3.9","3.1","9.2","5.0","13.0","N","N","5.5","2.0","0.7","0.9","16.2","5.8","N","N","20.9","6.0","N","N","3.8","6.2","3.3","10.3","13.0","5.8","N","N","4.0","11.6","3.1","12.4","11.6","5.4","N","N","5.4","16.2","3.7","14.2","18.1","3.9","6.5","18.0","N","N","5.5","18.7","13.7","3.5","3.3","3.0","N","N","4.3","16.1","11.4","2.8","14.3","3.9","N","N","3.9","3.4","1.5","3.2","2.2","2.2","N","N","0.0","2.7","4.3","2.0","1.4","3.0","2.7","0.0","N","N","48472","5964","58137","5505","24963","5965","5713","76121","12276","80959","8594","67653","N","N","4491","33504","20.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.1","(X)",
"1600000US4872656","The Woodlands CDP, Texas","N","N","9919","1715","1711","25308","2071","35227","2.7","1.8","1.7","3.8","3.4","6.6","N","N","1.2","0.9","0.3","0.5","3.4","2.8","N","N","18.7","6.9","N","N","1.8","3.3","2.3","7.1","12.0","5.3","N","N","1.9","3.6","2.0","5.5","17.3","8.0","N","N","2.7","8.8","3.2","10.7","13.4","2.9","6.6","18.0","N","N","2.8","10.4","12.3","3.0","9.2","5.1","N","N","3.6","12.9","17.4","3.1","20.1","4.0","N","N","10.6","5.4","2.2","14.6","2.9","11.2","N","N","1.7","1.6","23.3","3.7","2.9","17.5","1.6","2.5","N","N","91378","8351","119969","13804","41268","6153","14433","136092","12670","150264","10032","124097","N","N","5509","54391","30.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.5","(X)",
"1600000US4874144","Tyler city, Texas","N","N","15152","1698","1786","24509","1857","39661","3.7","2.1","2.6","8.9","5.7","18.7","N","N","7.2","2.2","4.6","1.8","12.6","4.6","N","N","22.7","5.5","N","N","3.3","10.4","2.9","15.0","15.8","4.6","N","N","3.3","11.8","2.5","13.1","14.1","4.9","N","N","4.3","14.0","3.3","14.2","14.6","2.5","3.4","7.6","N","N","3.4","17.7","9.9","1.9","7.6","3.4","N","N","2.7","10.6","9.9","2.4","15.6","3.7","N","N","0.8","1.0","1.1","4.6","1.9","2.8","N","N","0.0","1.3","7.0","2.3","1.3","4.3","1.3","0.0","N","N","39755","3000","58588","5758","23340","3658","8646","71597","10166","86243","5981","65294","N","N","3524","29754","25.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.1","(X)",
"1600000US4876000","Waco city, Texas","N","N","17575","2236","1876","26887","1964","44462","8.9","2.8","2.7","15.2","5.0","25.3","N","N","9.2","2.8","7.9","3.2","11.5","4.3","N","N","15.1","3.8","N","N","4.8","18.4","3.4","16.8","15.6","4.7","N","N","2.9","13.2","2.6","13.9","14.2","4.8","N","N","3.3","16.3","2.8","15.5","13.1","2.3","3.0","9.0","N","N","3.5","15.0","8.0","2.2","6.2","3.3","N","N","2.8","8.6","4.8","1.3","6.3","1.8","N","N","2.4","2.7","1.2","4.3","1.9","2.6","N","N","0.0","1.1","1.0","0.7","0.5","0.9","0.8","0.7","N","N","30947","2802","35953","3279","23047","4880","7705","51601","3806","49871","2516","43040","N","N","4452","31116","29.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.6","(X)",
"1600000US4879000","Wichita Falls city, Texas","N","N","15139","1474","1891","22098","2003","37237","6.5","2.8","2.6","9.5","4.5","14.1","N","N","12.5","2.5","7.6","3.5","19.9","5.1","N","N","17.6","4.4","N","N","3.0","10.3","2.4","12.6","14.5","4.2","N","N","3.4","10.5","2.4","12.6","17.4","5.2","N","N","4.1","17.9","2.9","17.6","18.2","3.2","4.4","11.5","N","N","4.5","22.3","8.3","1.8","1.8","1.4","N","N","2.8","12.4","6.3","1.8","8.5","2.8","N","N","2.9","1.8","0.6","1.0","0.9","0.8","N","N","0.2","0.4","3.0","1.6","1.0","1.8","1.3","0.0","N","N","36801","2357","47574","4100","22388","5301","8695","60733","6879","61101","3805","48930","N","N","2641","29830","24.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.5","(X)",
"1600000US4943660","Layton city, Utah","N","N","4541","1245","1023","16634","1190","21175","5.0","3.0","2.5","4.2","6.2","5.7","N","N","3.2","1.9","1.4","1.2","10.0","7.6","N","N","11.0","8.1","N","N","2.3","4.0","2.4","5.8","28.4","10.7","N","N","2.6","5.8","3.1","11.0","15.1","11.7","N","N","4.2","18.1","4.3","17.3","25.4","4.9","7.6","11.8","N","N","5.3","28.9","10.7","2.9","4.9","3.6","N","N","3.4","12.3","13.5","3.5","15.4","4.0","N","N","5.4","5.0","2.5","4.5","2.0","5.2","N","N","7.8","7.9","4.6","2.0","1.6","3.6","3.6","0.0","N","N","53876","3160","58891","5988","31988","4299","7476","66883","6715","78990","5385","73058","N","N","10975","48487","25.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.0","(X)",
"1600000US4955980","Ogden city, Utah","N","N","9896","1651","1462","19749","1802","29645","10.0","3.9","2.8","9.5","5.5","12.8","N","N","6.8","2.3","4.7","2.3","10.3","4.9","N","N","14.9","4.6","N","N","4.6","14.3","3.3","13.8","16.9","6.3","N","N","3.6","12.1","3.3","13.0","24.4","8.1","N","N","4.2","15.6","3.9","18.3","19.0","3.8","5.6","13.0","N","N","4.7","19.1","10.2","2.9","5.7","3.3","N","N","3.6","11.6","6.3","1.9","8.4","2.8","N","N","2.0","1.5","0.6","1.2","0.8","0.8","N","N","0.0","1.7","3.0","2.3","1.7","2.4","1.7","0.0","N","N","39078","2380","42782","5346","31210","3441","5041","55000","10180","61514","6991","54511","N","N","3324","34263","26.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.2","(X)",
"1600000US4957300","Orem city, Utah","N","N","5439","1082","1296","21042","1171","26481","5.0","2.2","1.7","4.3","4.3","6.8","N","N","5.2","2.3","2.5","2.0","16.7","8.3","N","N","22.6","8.1","N","N","3.0","11.4","3.2","14.1","15.9","8.1","N","N","3.0","7.3","3.1","8.8","19.4","8.7","N","N","3.4","16.6","3.2","17.9","22.8","4.0","6.9","11.7","N","N","4.6","25.7","10.6","2.8","1.3","2.3","N","N","3.5","12.5","9.5","2.3","11.5","2.9","N","N","2.8","2.5","1.8","4.9","2.1","4.3","N","N","0.9","1.5","2.6","1.7","1.5","2.5","2.3","1.8","N","N","49647","3578","54676","4587","28700","5590","7666","60084","4590","66486","4128","61280","N","N","5922","36689","28.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.2","(X)",
"1600000US4962470","Provo city, Utah","N","N","10167","1521","1544","19536","1872","29703","6.1","2.4","2.8","8.3","6.4","15.2","N","N","11.4","2.5","7.4","2.8","19.1","5.7","N","N","24.8","6.6","N","N","2.7","9.2","3.1","15.3","12.2","6.0","N","N","3.9","16.9","3.5","13.5","11.7","5.0","N","N","4.4","14.3","2.7","12.3","20.3","3.8","4.5","7.7","N","N","5.2","22.2","7.9","2.1","6.7","4.2","N","N","2.5","8.5","7.3","2.2","10.1","3.1","N","N","2.1","2.7","1.0","1.6","1.5","1.2","N","N","0.5","0.9","3.9","1.8","1.1","2.6","1.6","0.0","N","N","36949","4330","46143","3829","21208","1881","5582","49952","14748","71850","10002","58701","N","N","3786","30705","31.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.5","(X)",
"1600000US4965330","St. George city, Utah","N","N","6996","1200","1346","19296","1560","26292","5.1","2.8","2.6","7.1","5.3","12.4","N","N","5.1","2.2","1.0","0.8","16.3","7.7","N","N","26.6","8.1","N","N","3.8","9.7","3.9","13.9","12.1","6.1","N","N","2.6","9.6","2.4","9.7","12.9","5.6","N","N","4.8","20.5","3.6","17.6","22.6","5.1","7.1","13.6","N","N","6.3","24.2","10.3","2.9","2.2","2.2","N","N","4.0","12.6","7.6","3.1","9.0","3.9","N","N","3.8","4.3","2.0","4.7","2.7","3.4","N","N","0.0","2.3","3.7","2.0","1.5","2.7","2.3","0.0","N","N","46959","4982","53822","3180","21830","3218","3801","56038","7489","69648","5765","60203","N","N","5637","31824","29.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.9","(X)",
"1600000US4967000","Salt Lake City city, Utah","26530","1651","34678","2929","2106","38646","3034","73324","6.6","2.1","1.7","10.8","3.1","17.3","1.3","2.1","7.2","1.8","4.5","1.9","9.8","2.7","1.9","3.4","19.0","3.5","2.9","8.1","3.1","12.9","2.3","14.8","13.0","3.0","3.0","11.2","2.3","11.1","1.8","12.2","16.1","3.0","3.5","13.7","2.6","13.0","2.0","15.0","17.0","2.1","3.1","12.7","3.9","20.0","3.0","20.3","9.3","1.5","5.7","1.9","3.2","14.5","2.4","12.0","8.2","1.4","10.8","2.0","14.5","2.6","4.9","2.0","0.8","4.3","1.2","2.7","6.2","1.8","0.9","0.8","4.5","1.5","0.8","2.8","0.5","0.6","2.1","6.4","40219","1914","51666","4175","27789","2734","4596","62009","5205","68539","3096","55194","N","N","3263","38419","22.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.0","(X)",
"1600000US4967440","Sandy city, Utah","N","N","5489","1228","1069","22369","1328","27858","3.6","1.8","2.4","5.1","8.1","12.0","N","N","2.1","1.2","1.6","1.2","5.3","2.9","N","N","16.0","7.0","N","N","3.0","6.6","2.9","8.4","16.9","8.5","N","N","1.7","5.0","2.4","7.6","12.2","7.1","N","N","2.8","9.3","2.7","9.9","20.3","3.7","9.2","18.8","N","N","4.1","21.1","15.4","3.1","7.2","4.3","N","N","3.3","16.7","22.0","3.8","24.8","4.2","N","N","10.7","6.7","1.5","6.6","1.9","5.3","N","N","0.8","1.4","4.7","1.7","1.4","3.9","3.0","0.0","N","N","70931","4840","77274","5132","34583","11137","10023","84438","6232","91548","5716","83041","N","N","7523","46283","29.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.2","(X)",
"1600000US4982950","West Jordan city, Utah","N","N","4648","1106","1280","25167","1403","29815","2.9","2.1","2.4","4.5","11.5","20.1","N","N","3.7","2.2","2.8","2.2","3.8","3.7","N","N","13.5","6.4","N","N","1.7","4.6","1.6","6.0","4.5","3.9","N","N","1.6","4.8","1.6","5.0","19.3","12.0","N","N","3.1","12.1","3.4","12.3","28.5","4.3","11.6","29.4","N","N","4.4","29.7","18.7","3.3","2.4","3.4","N","N","3.5","20.5","16.8","3.4","17.7","3.9","N","N","7.0","4.3","1.4","4.3","1.7","3.8","N","N","0.0","3.5","0.8","0.7","0.6","0.6","3.5","0.0","N","N","66453","3555","70476","2590","39373","8231","4174","73963","3594","74020","3623","70237","N","N","6337","41890","18.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","16.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.2","(X)",
"1600000US4983470","West Valley City city, Utah","N","N","7414","1406","1534","31401","2039","38815","6.1","2.2","1.8","4.8","4.7","5.8","N","N","4.8","1.9","5.1","2.3","11.4","5.6","N","N","20.6","6.9","N","N","2.5","8.6","2.4","10.3","15.2","7.0","N","N","2.6","9.1","2.5","11.6","18.4","7.2","N","N","3.6","16.9","3.1","16.3","24.1","3.7","6.2","15.7","N","N","4.1","23.7","18.0","3.0","10.0","5.2","N","N","3.5","19.6","8.5","1.9","9.2","2.1","N","N","1.8","2.1","0.4","0.7","0.6","0.4","N","N","0.0","2.2","1.0","0.7","0.7","1.2","2.0","1.2","N","N","51421","2920","52802","5796","31635","4982","5343","62082","2885","57390","5360","58969","N","N","28058","54534","22.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.4","(X)",
"1600000US5101000","Alexandria city, Virginia","N","N","34274","2260","2460","30087","2156","64361","1.3","0.9","1.0","3.2","1.8","5.4","N","N","1.4","0.7","1.9","1.3","1.2","0.8","N","N","8.4","2.5","N","N","2.6","7.2","1.7","7.4","5.8","2.3","N","N","3.2","8.8","1.7","6.9","12.8","2.7","N","N","2.7","6.3","2.0","9.9","18.8","2.5","3.8","24.2","N","N","3.1","12.9","13.0","2.1","15.3","3.3","N","N","2.8","10.7","19.5","2.3","20.2","3.5","N","N","17.3","3.1","1.7","11.8","2.7","7.8","N","N","3.7","1.7","18.9","2.9","1.5","12.0","1.7","6.0","N","N","77793","5014","101064","7632","65352","6269","11030","132017","12153","138264","5978","110485","N","N","6778","83688","16.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","14.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.7","(X)",
"1600000US5103000","Arlington CDP, Virginia","32315","2296","50299","2738","2766","42683","2544","92982","2.8","1.4","0.9","3.4","1.3","4.4","0.6","0.5","1.6","0.7","1.6","1.0","1.8","1.0","0.7","0.7","4.8","1.7","1.5","2.9","1.9","5.9","1.2","4.9","4.6","1.4","1.2","1.4","1.6","3.6","0.9","3.9","7.1","2.0","1.6","4.8","2.3","6.9","1.4","6.9","17.1","2.0","3.2","21.2","2.8","10.2","2.4","11.3","14.9","1.9","18.8","3.4","2.5","11.3","2.2","9.9","21.7","2.1","20.9","3.2","22.2","3.8","22.2","3.0","1.6","12.9","2.3","10.1","15.5","2.8","7.4","2.1","24.3","2.7","1.7","15.6","1.9","7.9","3.4","30.6","94986","4776","116586","8572","81032","4844","11116","138144","9873","145185","5314","119414","N","N","5707","95507","16.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","12.6","(X)",
"1600000US5114440","Centreville CDP, Virginia","N","N","8153","1596","1718","17249","1870","25402","2.6","2.6","1.9","2.3","2.4","1.7","N","N","0.7","0.9","0.6","0.7","1.5","2.3","N","N","2.4","2.3","N","N","2.3","2.8","1.2","2.1","4.6","3.9","N","N","3.3","5.1","2.5","4.9","15.4","6.8","N","N","3.8","8.9","3.5","11.2","17.6","4.0","9.9","29.6","N","N","4.4","12.7","17.2","3.2","23.0","8.8","N","N","4.5","17.7","19.9","4.1","18.1","4.9","N","N","13.6","6.3","3.7","17.3","5.0","12.6","N","N","2.6","2.6","14.1","3.8","3.1","11.4","4.9","5.7","N","N","92643","7048","99436","7867","71448","10420","20470","111130","10884","120961","8534","110043","N","N","10675","81258","21.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","16.0","(X)",
